Job Category,Date&Time,Searched Job Title,Searched Job Location,Job Portal,Job Date Posted,Job Title,Company Name,Job Location,Job Phone No,Job Email,Job Link,Job Description
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:17:10,Python Developer,San Francisco,Monster,14 days ago,"Manager, Applications Development, Data & Analytics",Delta Dental,"Oakland, CA",,,https://job-openings.monster.com/manager-applications-development-data-analytics-oakland-ca-us-delta-dental/a6f1d8c2-2275-4ea4-ae04-7dead2068fcf,"At Delta Dental, our strategy is only as strong as the people who execute it! We are hiring individuals that are not just right for today but also for our future. We have built a foundation of high-trust by treating all people with dignity, making and keeping commitments, and consistently striving to do the right thing. Our leaders optimistically share future possibilities to inspire and motivate others toward their full potential. We expect our employees to find ways to embrace positive change, be curious and challenge the status quo, and provide solutions to unmet problems. Joining Delta Dental means joining a culture focused on fostering development, building genuine connections, recognizing each other’s strengths and sharing in successes. 

Manager, Applications Development, Data & Analytics will work closely with multiple teams across Business and IT to deliver enterprise data architecture to achieve enterprise strategic goals for data governance and data analytics, as well as provide support to the functions of the Data Governance Office. 
How you will make an impact:
Manage the team to implement integrated enterprise-wide data architecture and data analytics solutions.
Deliver a data analytics architecture that achieves data automation, reconciliation, traceability, lineage and transparency and provides actionable, timely and accurate data to drive business insights around technology enablement, digital transformation and enterprise intelligence.
Provide data analytics services to help business partners solve business problems, drive value, and gain strategy and insight from information.
Use advanced data analysis techniques and architectures that leverage technology to process large volumes of data to perform complex computations in a scalable, reproducible and automated manner.
Support data governance in managing the data custodian function, including the collection, storage, usage and quality of information; data dictionary, data lineage, and data reconciliation; and enterprise data governance tools and software.
Manage and motivate teams with diverse skills and backgrounds.
Consistently deliver quality services by monitoring progress and active management of deliverables. Demonstrate in-depth technical capabilities and professional knowledge.
Collaborate with business and technical managers during project execution for scope, budget and planning management.
What we look for:
Bachelor's degree in Computer Science, Operations Research, Mathematics, Statistics, Economics, Engineering or a related field and 5 years of progressive, post-baccalaureate related work experience; or a Master's degree in Computer Science, Operations Research, Mathematics, Statistics, Economics, Engineering or a related field and 4 years of related work experience.
Must have 5 years of recent hands-on experience across advanced analytics, machine learning or artificial intelligence to solve business problems.
Must have 5 years of experience managing a team of developers, analysts, and engineers, including project management.
Must have 3 years of recent hands-on programming experience in at least 2 of the following R, Python, SAS, SPSS, and/or other analytics tools and languages.
Must have 3 years of recent hands-on experience with SQL, RDMS, and modern data platforms, and Data Visualization skills using Tableau, Power BI, Spotfire, and/or D3.js.
Benefits and perks:
12 days starting vacation plus 12 holidays and your birthday off!
Multiple medical insurance options: 100% paid or low cost premiums
100% paid dental insurance
100% paid vision insurance
Onsite gym and/or gym discount and fitness incentive
Culture of learning: substantial tuition reimbursement to improve your skills
Career growth: we love promoting from within
Strong commitment to work/life balance  
Technology allowance
Social responsibility and volunteer opportunities
#LI-JS1

At Delta Dental we:
Promote accountability, integrity and collaboration: Our employees are collaborative, self-aware, and ethical. It is our expectation to do the right thing and follow through on commitments.
Foster professional development: Our employees take ownership of developing themselves and others through coaching, mentoring and providing/being open to constructive feedback and identifying learning opportunities.
Value customers and cultivate positive experiences: Our employees take time to build rapport with customers, while anticipating and exceeding their needs to ensure positive outcomes.  

If you think this sounds like you, let’s chat. We would love to tell you more!

Follow us @lifeatDDins on Instagram, lifeatDDins on Facebook, @lifeatDDins on Twitter
 ABOUT Delta Dental
Delta Dental covers more Americans than any other dental benefits provider. As an employee you’ll take part in our mission to become the trusted health partner by collaborating with our communities and employees to reimagine and deliver new possibilities in an ever-changing environment. Our Enterprise Strategy focuses on pillars of Growth and Diversification, supported by the platforms of Culture and People, Process and Technology. Our employees take pride working for a purpose-driven organization and live our values of Trust, Service, Excellence and Innovation.
 We are part of the Delta Dental Plans Association, a network of companies that provides dental coverage to 74 million people in the U.S. Delta Dental of California, Delta Dental of New York, Inc., Delta Dental of Pennsylvania and Delta Dental Insurance Company, together with our affiliate companies, form one of the nation’s largest dental benefits delivery systems, covering 33 million enrollees. All of our companies are members, or affiliates of members, of the Delta Dental Plans Association, a network of 39 Delta Dental companies throughout the country.
 Delta Dental provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, genetics, or any other classification protected by federal or state law. In addition to federal law requirements, Delta Dental complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.
Apply for this job
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:17:11,Python Developer,San Francisco,Monster,18 days ago,SOFTWARE ENGINEER,Zoox Inc,"Foster City, CA",,,https://job-openings.monster.com/software-engineer-foster-city-ca-us-zoox-inc/218604705,"SOFTWARE ENGINEER
Company: Zoox Inc
Location: Foster City, CA
Position Type: NA
Experience: See below for details
Education: See below for details
Software Engineer w/ Zoox Inc (Foster City, CA). Work w/in the simulation team to develop visualization tools that process the output of various sensors used on autonomous vehicles like lidars, radars and an array of 16+ cameras in real-time. Reqs Master’s in Comp Eng, Comp Sci or closely related. Reqs min 2 yrs exp in a simulation engineer position. Exp must incl min2 yrs w/: Utiliz C++ & interthread communication to parallelize the workload on various threads; Optimi the usage of all CPU cores and GPU utilization; Develop techniques to stream & render massive geometric environments; Utiliz profiling tools, debugging threads, & multi GPU rendering techniques; Utiliz Unreal and rendering APIs like DirectX12, DirectX11, OpenGL, Vulkan, & GLSL; & Programming w/ Python and shell scripting. Resumes to Teri Garcia, 1149 Chess Dr, Foster City, CA 94404. Please use Ref. code # VR062020.
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:17:12,Python Developer,San Francisco,Monster,25 days ago,SOFTWARE ENGINEER - MOTION PLANNING,Zoox Inc.,"Foster City, CA",,,https://job-openings.monster.com/software-engineer-motion-planning-foster-city-ca-us-zoox-inc/218473419,"SOFTWARE ENGINEER - MOTION PLANNING
Company: Zoox Inc.
Location: Foster City, CA
Position Type: NA
Experience: See below for details
Education: See below for details
Software Engineer - Motion Planning w/ Zoox Inc (Foster City, CA). Design & develop complex, highly scalable, & latency-optimized motion planning systems that enable autonomous vehicles to navigate safely in dense city traffic. Reqs Master’s in Electrical Engnrng, Software Engnrng, or closely related. Reqs min 1 yr exp in a research engnrng position. Exp must incl: Conduct advanced research in the autonomous vehicle field; Build software infrastructure w/ Docker (container), Git, & scripting (Perl, Python) to enable dvlpmnt & testing environment sharing across teams; Build & maintain the software architecture in ROS to integrate code modules from multiple teams; Develop algos in path planning, planner decision making, object detectn & avoidance using C++ & Python; Test algos in simulatn & on actual roads w/ autonomous vehicle prototypes; Conduct independent research to develop novel algos & implement them in a realtime system; & Participat in research-support activities incl writing journal & conference papers & giving presentatns at national & int’l conferences. Resumes to Teri Garcia, 1149 Chess Drive, Foster City, CA 94404.
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:17:13,Python Developer,San Francisco,Monster,4 days ago,SR DATA ENGINEER,"The Meet Group, Inc.","San Francisco, CA",,,https://job-openings.monster.com/sr-data-engineer-san-francisco-ca-us-the-meet-group-inc/218963421,"SR DATA ENGINEER
Company: The Meet Group, Inc.
Location: San Francisco, CA
Position Type: NA
Experience: See below for details
Education: See below for details
Provide streamlined, dependable data access. Req. Bach Deg or for equiv in Comp Eng or rel +4 yrs exp automat&monitrng AWS EC2 & AWS S3; deploy RabbitMQ; wrtng&mntng scripts w Python & SQL; manag data usng rel DB PostgressSQL, MySQL or sim; wrk w/ Linux. 2 yrs prof exp. Install, config, maint Kafka, Zookeeper & Spark; automat&mon AWS Kinesis, AWS Command Line Interpreter, AWS EMR & AWS DataPipeline; schdle&exect jobs usng Airflow or Rundeck; viz data usng Tableau; bldg. tools&syst usng Gradle & Maven; mon syst usng Sensu, SignalFX or Graphite; bldg&maint infra in Terraform; manag config usng Chef; deply SW usng Docker; stor&maint data usng Redis; collab usng Confluence, Jira & Google Apps. 1 yr exp AWS ECS. Partcpt on-call rot. Resumes c/o Precision, 30A Ridgedale Ave, Suite 201, Ad Code MG2, East Hanover, NJ 07936. Indicating Ad Code MG2 is essential.
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:17:14,Python Developer,San Francisco,Monster,10 days ago,"Senior Data Scientist, Precision Health Innovation",Astellas,"San Francisco, CA",,,https://job-openings.monster.com/senior-data-scientist-precision-health-innovation-san-francisco-ca-us-astellas/218865345,"Developing innovative therapies is one of the most challenging, most essential and personally rewarding fields in science. This is the most exciting time to be a part of Astellas, a company with a uniquely collaborative and patient-focused culture.
There's something special about working at Astellas. It's reflected in our focus on the people we serve, the way we treat each other and the results we achieve together as a company.
Astellas is announcing a Senior Manager, Data Scientist, Precision Health Innovation opportunity to be based in one of the following locations: San Diego, CA; San Francisco, CA; Seattle, WA; Northbrook, IL or Boston, MA.

Purpose & Scope:
The Data Scientist will be responsible for providing bioinformatics and statistical expertise towards designing and implementing analysis projects across Astellas' geographic footprint and therapeutic areas using a variety of real world data sources such as electronic medical records, insurance claims, patient registries, genomics, imaging, patient-reported data, etc.
This role will work closely with peers on the Real World Data Strategy & Alliances (RWDSA) team and the broader Advanced Informatics & Analytics (AIA) organization across the globe to execute large and/or complex data set builds, interact with cross functional teams, and be accountable for the statistical soundness of all project plans, output and deliverables for the assigned projects. The role will work closely with the biomarker development and translational sciences teams, as well as with the study development teams responsible for designing and conducting clinical trials to increase success of the early POC studies. This individual will:

* Assist in the identification and evaluation of potential data sources to fill gaps
* Work with AIA Operations to onboard and structure datasets for evaluation
* Establish effective communications with all internal stakeholders to understand underlying business and scientific challenges
* Work as member of cross-functional team to scope out analyses to address key questions
* Ensure that analyses are statistically valid and appropriately planned and executed;
* Manage collaborations and lead analyses across multiple external database vendors and experts to ensure that Astellas sponsored RWDSA initiatives are clinically relevant and support the needs of patients, health care providers and payers.

Essential Job Responsibilities:

* Support the Head Real World Data Strategy & Alliances by providing data sciences, bioinformatics and statistical expertise for all RWDSA projects as requested
* Contribute to RWDSA projects/initiatives, protocol development, regulatory documents, scientific publications, and independent research proposals across multiple teams in all therapeutic areas for both in-line and development projects across multiple functions
* Conduct exploratory data analyses of new data sources to assess completeness and fit for purpose; incorporate into disease specific data tables to support integrated analyses.
* Implement analyses and studies, defining endpoints, executing protocols with data programming, conducting statistical analyses using SAS, R, SQL, Python, Perl and other programs
* Provide analytic and methodological support to CPED, Translational Sciences and Development projects along with study execution including patient segmentation and biomarker development
* Develop data mining, machine learning, artificial intelligence and/or data modeling plans to support RWDSA projects and programs
* Ensure that all analyses are performed in accordance with good statistical practice and applicable regulatory guidelines
* Build strategic analytic collaborations with Astellas colleagues and external partners to advance RWDSA initiatives as appropriate

Quantitative Dimensions:
The RWDSA Data Scientist supports the use of Real World Data to address key discovery and development questions across the life cycle of development. Early work focuses on understanding the key patient segments within a disease area based on symptoms, comorbidities and underlying genetic mutations and gene expression patterns. The RWDSA Data Scientist is an integral part of identifying key data needs, evaluating and acquiring those data sources, loading and integrating licensed data sources into a useful environment and conducting requisite analyses to address business and scientific needs. They are responsible for collaborating with internal across multiple products and therapeutic areas to provide statistical expertise, assessment and management for RWDSA projects. The results produced by the Data Scientist must be reproducible and statistically sound, and are subject to internal and external inspections.

Organizational Context:
The RWDSA Data Scientist reports directly to the RWDSA Head as an individual contributor. They will collaborate closely with multiple project teams across Astellas functions, geographies and therapeutic areas. The Data Scientist will collaborate with the colleagues across the entire Astellas value chain:

* Drug Discovery & Research
* Translational Sciences
* Clinical Pharmacology and Early Development
* Clinical Development
* Medical Affairs / HEOR
* Strategic functions -- including product, portfolio and marketing strategy
* External: Astellas partners, Vendors, Key Opinion Leaders

Qualifications:
Required

* Consistent track record of developing and executing data science research projects, particularly experience working with various types of patient-level RWD data sources including large clinical registries, insurance claims, electronic medical records, laboratory results, genetic markers, gene expression data, mutation data, and potential digital assets that may be derived from biobank specimens
* Experience in working with clinical coding systems including ICD9/10, LOINC, MEDRA
* Advanced Bioinformatics experiences working with NCBI files and sources
* Advanced Statistical modeling experience in clinical trials, HEOR, epidemiology research, or GWAS
* Experience with SAS, R, Python, Tableau, Qlik, and other data analysis and visualization software
* Master/PhD Degree in Statistics, Biostatistics, Epidemiology, or Mathematics and at least 5 years relevant experience with at least 2 years in support of pharmaceutical R&D activities; or PhD in Computational Biology, Systems Biology and extensive experience in bioinformatics supporting biomarker discovery, translational research, and/or clinical study design leveraging clinco-pheno-genomic databases
* Experience in working on project teams and managing projects and people within a matrix environment
* Advanced and broad knowledge of statistical methodology and strong understanding of industry practices related to the statistical analysis and modeling of real world data.
* Excellent organizational, people, project and time management skills
* Solid oral, written, and presentation communication skills (e.g. able to clearly communicate statistical and epidemiological issues and methods to statisticians and non-statisticians)

Preferred

* Experience in the development & execution of RWD (observational) studies and/or peer reviewed manuscripts
* Experience supporting multiple disease domains (e.g., Oncology, Immunology, Mitochondrial Diseases, Rare Diseases, Opthalmology)
* Experience working with single cell genomics data
* Solid knowledge of advanced analytics tools and methods (e.g, best practices bioinformatics tools, Machine Learning, NLP, longitudinal data analysis)
* Working knowledge of common databases such as insurance claims (eg. Pharmetrics, Optum,Truven), EMR data sources (GE, Cerner, Flatiron), DNA markers and various 'Omic data sources (e.g., Tempus, Concerto, TCGA, GEO, SRA)
* Familiar with AWS and Hadoop working environments
* Familiar with reproducible research practices like version control and literate programming

#LI-DC1
Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:17:15,Python Developer,San Francisco,Monster,21 days ago,Back End Engineering Manager,Giving Assistant,"SAN FRANCISCO, CA",,,https://job-openings.monster.com/back-end-engineering-manager-san-francisco-ca-us-giving-assistant/218550767,"Company Overview:
 Founded in 2014, Giving Assistant is a fast growing, mission-driven, for-profit, Certified B Corporation. In just 5 years, we envision a shopping economy where giving back is easy, and every purchase makes a difference no matter where you shop. Consumers will expect and demand nothing less. The winning companies will not only offer great products, they will also invest in the social and environmental missions that matter most to their customers. 
 We believe shopping and giving go together. We know that consumers shop more when they support a cause they love. That's why we have committed our team, partnerships, and technology to transform the collective power of consumer shopping into a new sustainable source of giving.
 Giving Assistant empowers brands to enhance the shopping experience with personalized giving as a way to help consumers create impact, with each purchase. To date, our platform has generated over $5 million in donations to tens of thousands of U.S. nonprofits.
 Our Mission:
 To transform the collective power of consumer shopping into a new sustainable source of giving.
 Our Core Values:
 - Work Smart, Live Well
- Do More with Less
- Be a Team Player
- Uphold Integrity & Transparency
- Inspire Giving
- Own the Experience
 Opportunity:
 Be part of a new wave of change taking place across industries. With Web 1.0, online replaced offline businesses. In Web 2.0, niche-focused players took on the e-commerce giants. Giving Assistant is part of the next wave, a socially responsible wave, we call it, “conscious disruption."" 
 Your role will be key in working with our growing team providing back end support for our suite of products. You will work with the Directors of Engineering, other Engineering Managers and alongside your peers in kanban fashion to tackle engineering tasks and implementations. 
 As our Back End Engineering Manager, you will work very closely with your team to convert business requirements into implemented tasks. You will develop a deep understanding of the people, technologies, and practices of your team, and apply your expertise to planning, prioritization, and execution. You will support the self-development and career growth of individuals, as well as foster a supportive, inclusive, and collaborative environment in which people do their best work.
 Our business is growing rapidly and presents unique, evolving challenges. You should thrive in a fast paced environment and be enthusiastic to work in a team of mission-driven entrepreneurs, including a CEO with an exit.
Responsibilities:
Own the efficiency, growth, and delivery of a team, making sure the team is as productive as possible to complete short term and long term objectives
Participate in recruiting, interviewing, on-boarding and development of a high performing and creative engineering team
Manage the career path and goals of your team members, conducting regular 1-on-1s and giving feedback
Design, build and deploy several new modules as part of our evolving platform 
Tackle challenging problems by integrating various data sets onto a common platform
Help ensure and improve quality including writing integration and unit tests 
Improve and maintain the codebase (fix bugs, refactor, optimize)
Work with a team of engineers to bring features to our millions of users across various projects
Collaborate with Experience Designers & Product Managers to iterate on the design and implementation of our product
Work with other technical leads to architect and convert business requirements into actionable tasks
Participate in creating an effective and enjoyable engineering culture
Requirements:
5+ years of experience managing local and distributed engineering teams
5+ years of experience architecting and building complex data systems
5+ years of working on PHP applications
3+ years of working on enterprise graded applications 
3+ years of experience building SaaS applications 
Proven track record of building and supporting cross-functional teams
Experience hiring and mentoring leaders across multiple disciplines and domains
Experience supporting, coaching, mentoring, and developing leaders
A solid foundation in Computer Science (data structures, algorithms, object oriented software design).
Deep experience with the design and use of complex, distributed, scalable systems using mechanisms like web service APIs, queuing systems, caching layers, etc.
Experience building and running high-traffic websites with a strong focus on performance optimization, scalability, and reliability 
Strong database schema design and query optimization with both SQL and NoSQL DBMS
Familiar with cloud-computing services like AWS, Google App Engine, etc.
You enjoy Agile software development processes and tools
You have a knack for writing clean, readable PHP code and demand the same from your team
Experience with modern development and management tools like git and BitBucket
Excellent communication skills (verbal and written)
Preferred Qualifications:
B.S. or M.S. in Computer Engineering or Computer Science
Memcached, RabbitMQ, Python, CSS, Javascript
Knowledge of PHP7/Hack/HHVM and its benefits
Experience working as a developer in the e-commerce/affiliate industry
Experience with Agile methodologies & working with JIRA
Not afraid of working with Big Data concepts
Devops experience
Proficiency working with A/B testing
Experience with gitflow 
Compensation:
 Giving Assistant has a competitive compensation plan that includes:
 - A competitive annual salary that factors location in and experience
- Stock options
- Medical, Dental, and Vision Insurance
- Unlimited Vacation
- Paid parental leave
- Stipend for continuing education
 Perks:
 - Have a measurable positive impact on society
- Work with a team of passionate professionals (and a few dogs!) in a new, beautiful & environmentally friendly skyscraper
- Pre-tax commuter, dependant care, and health FSAs
- Employer-sponsored 401K
- Cashback donation matching
- Quarterly company retreats and volunteer activities
- Audible membership
- Option to work from home Wednesdays and Fridays
- Weekly company social
 Giving Assistant believes an equitable and inclusive work environment and a diverse, empowered team are key to achieving our mission. Giving Assistant provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, gender identity or expression, veteran status, or genetics. We strongly encourage candidates from underrepresented minorities in tech to apply.
Report this job"
,,,,,,,,,,,,
Python/Django Developer,Jul-23-2020 17:17:16,Python Developer,San Francisco,Monster,8 days ago,Senior Big Data Engineer,Tekmindz,"Burlingame, CA",,,https://job-openings.monster.com/senior-big-data-engineer-burlingame-ca-us-tekmindz/218938687,"Hi,
Kindly find the requirement below and do let me know if you are interested and please send me your updated resume.

Client: Proterra (Direct Client)
Position: Senior Data Engineer
Location: Burlingame, CA (Remote Present time)
Contract: Long Term
Job Description
Connected Technology Team is building Proterra’s next-gen Telemetry & IOT (Vehicle and Charger data) platform which will enable our customers to optimize asset utilization, access valuable data & analytics via mobile and SaaS solutions, enable Engineering to monitor and analyze in-service data for continued product improvement, and enable Service with predictive and real-time data to support proactive Customer Support.
In this role, you will work within the software engineering team to develop, test and maintain databases, data models, APIs, and large-scale processing applications for our connected vehicles platform. This position will also require you to innovate and implement best data governance practices for the platform.
Responsibilities:
Have ownership of the data governance, data models, schema design, and databases including tuning, space management, performance management and policy execution
Monitor and manage databases across environments, including assisting in the software release process
Monitor and manage backend data synchronization applications and external data source retrieval, APIs and applications
Expand and optimize our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS ‘big data’ technologies.
Perform validation procedures to ensure data quality
Recommend and implement ways to improve data reliability, efficiency, and quality
Conduct systems tests for security, performance, and availability
Promote data architecture best practices and standardize on endorsed data storage and message distribution technologies
Define security and backup procedures
Develop and maintain schema design, data model, API, and troubleshooting documentation
Work with the engineering teams to help choose technologies, design system architecture and model data in a scalable and efficient way
Qualifications:
Thorough understanding of the software development lifecycle and tools used to create data pipelines and perform ETL, with passion to optimize data systems and to build a data architecture from the ground up. Must be self-directed and comfortable supporting the data needs of multiple teams, systems and products.
Advanced working knowledge in SQL and experience working with relational databases
Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores
A successful history of manipulating, processing and extracting value from large disconnected datasets
Strong experience with object-oriented/object function scripting languages such as Python, Java, etc. (Java is required)
Experience with stream-processing systems such as Amazon Kinesis, Spark-Streaming, etc.
Ability to use a wide variety of open source technologies and cloud services (experience with AWS, Docker, Kubernetes and Elastic Cloud is required)
Experience with AWS cloud services: EC2, ECS/EKS, RDS, SQS, Lambda, Redshift, Glacier, Amazon IoT etc.
Significant experience scaling solutions that run on private, public, and hybrid cloud infrastructures
Strong background in Linux/Unix Administration
Experience with data pipeline workflow management tools (Azkaban, Luigi, Airflow)
Bachelor’s degree in Computer Science, Engineering, or relevant field
5+ years’ experience as a Data Engineer or equivalent software-engineering role
Able to empathize, sell ideas, and influence others
Able to multitask, prioritize, and manage time efficiently
Report this job"
,,,,,,,,,,,,
